app,start,duration,query,range
0,540000,53254,q13,d_year = 2000 and d_moy between 1 and 6
0,540000,60540,q12,d_year = 2000 and d_moy between 1 and 11
0,540000,46774,q7,d_year = 2000 and d_moy between 1 and 9
1,630000,52773,q7,d_year = 2000 and d_moy between 1 and 10
1,630000,46764,q13,d_year = 2000 and d_moy between 1 and 5
1,630000,49026,q12,d_year = 2000 and d_moy between 1 and 10
1,630000,49971,q10,d_date = cast('2000-04-30' as date)
2,720000,52773,q7,d_year = 2000 and d_moy between 1 and 10
2,720000,58833,q13,d_year = 2000 and d_moy between 1 and 7
2,720000,50547,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week))
2,720000,61033,q10,d_year = 2000 and d_moy = 1
3,810000,50547,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week))
3,810000,61033,q10,d_year = 2000 and d_moy = 1
3,810000,49971,q10,d_date = cast('2000-04-30' as date)
3,810000,58833,q13,d_year = 2000 and d_moy between 1 and 7
0,900000,52773,q7,d_year = 2000 and d_moy between 1 and 10
0,900000,53254,q13,d_year = 2000 and d_moy between 1 and 6
0,900000,58833,q13,d_year = 2000 and d_moy between 1 and 7
0,900000,50547,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week))
1,990000,52773,q7,d_year = 2000 and d_moy between 1 and 10
1,990000,58833,q13,d_year = 2000 and d_moy between 1 and 7
1,990000,50547,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week))
1,990000,61033,q10,d_year = 2000 and d_moy = 1
2,1080000,49026,q12,d_year = 2000 and d_moy between 1 and 10
2,1080000,60540,q12,d_year = 2000 and d_moy between 1 and 11
2,1080000,53254,q13,d_year = 2000 and d_moy between 1 and 6
2,1080000,46774,q7,d_year = 2000 and d_moy between 1 and 9
3,1170000,46774,q7,d_year = 2000 and d_moy between 1 and 9
3,1170000,46774,q7,d_year = 2000 and d_moy between 1 and 9
3,1170000,60540,q12,d_year = 2000 and d_moy between 1 and 11
3,1170000,49971,q10,d_date = cast('2000-04-30' as date)
0,1260000,52773,q7,d_year = 2000 and d_moy between 1 and 10
0,1260000,46764,q13,d_year = 2000 and d_moy between 1 and 5
0,1260000,49026,q12,d_year = 2000 and d_moy between 1 and 10
0,1260000,49971,q10,d_date = cast('2000-04-30' as date)
1,1350000,50547,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week))
1,1350000,61033,q10,d_year = 2000 and d_moy = 1
1,1350000,49971,q10,d_date = cast('2000-04-30' as date)
1,1350000,58833,q13,d_year = 2000 and d_moy between 1 and 7
2,1440000,46774,q7,d_year = 2000 and d_moy between 1 and 9
2,1440000,46774,q7,d_year = 2000 and d_moy between 1 and 9
2,1440000,60540,q12,d_year = 2000 and d_moy between 1 and 11
2,1440000,49971,q10,d_date = cast('2000-04-30' as date)
3,1530000,58833,q13,d_year = 2000 and d_moy between 1 and 7
3,1530000,58833,q13,d_year = 2000 and d_moy between 1 and 7
3,1530000,49026,q12,d_year = 2000 and d_moy between 1 and 10
3,1530000,49971,q10,d_date = cast('2000-04-30' as date)
0,1620000,50547,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week))
0,1620000,60540,q12,d_year = 2000 and d_moy between 1 and 11
0,1620000,60540,q12,d_year = 2000 and d_moy between 1 and 11
0,1620000,55663,q1,d_year = 2000 and d_moy between 1 and 3
1,1710000,58833,q13,d_year = 2000 and d_moy between 1 and 7
1,1710000,61033,q10,d_year = 2000 and d_moy = 1
1,1710000,55663,q1,d_year = 2000 and d_moy between 1 and 3
1,1710000,49971,q10,d_date = cast('2000-04-30' as date)
2,1800000,53254,q13,d_year = 2000 and d_moy between 1 and 6
2,1800000,49026,q12,d_year = 2000 and d_moy between 1 and 10
2,1800000,49026,q12,d_year = 2000 and d_moy between 1 and 10
2,1800000,46764,q13,d_year = 2000 and d_moy between 1 and 5
3,1890000,50547,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week))
3,1890000,52773,q7,d_year = 2000 and d_moy between 1 and 10
3,1890000,52773,q7,d_year = 2000 and d_moy between 1 and 10
3,1890000,58833,q13,d_year = 2000 and d_moy between 1 and 7
0,1980000,52773,q7,d_year = 2000 and d_moy between 1 and 10
0,1980000,58833,q13,d_year = 2000 and d_moy between 1 and 7
0,1980000,50547,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week))
0,1980000,61033,q10,d_year = 2000 and d_moy = 1
1,2070000,46774,q7,d_year = 2000 and d_moy between 1 and 9
1,2070000,46774,q7,d_year = 2000 and d_moy between 1 and 9
1,2070000,60540,q12,d_year = 2000 and d_moy between 1 and 11
1,2070000,49971,q10,d_date = cast('2000-04-30' as date)
2,2160000,52773,q7,d_year = 2000 and d_moy between 1 and 10
2,2160000,50547,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week))
2,2160000,53254,q13,d_year = 2000 and d_moy between 1 and 6
2,2160000,49026,q12,d_year = 2000 and d_moy between 1 and 10
3,2250000,52278,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week))
3,2250000,50547,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week))
3,2250000,55663,q1,d_year = 2000 and d_moy between 1 and 3
3,2250000,46764,q13,d_year = 2000 and d_moy between 1 and 5
0,2340000,61033,q10,d_year = 2000 and d_moy = 1
0,2340000,58833,q13,d_year = 2000 and d_moy between 1 and 7
0,2340000,60540,q12,d_year = 2000 and d_moy between 1 and 11
0,2340000,50547,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week))
1,2430000,46774,q7,d_year = 2000 and d_moy between 1 and 9
1,2430000,53254,q13,d_year = 2000 and d_moy between 1 and 6
1,2430000,60540,q12,d_year = 2000 and d_moy between 1 and 11
1,2430000,46764,q13,d_year = 2000 and d_moy between 1 and 5
2,2520000,58833,q13,d_year = 2000 and d_moy between 1 and 7
2,2520000,53254,q13,d_year = 2000 and d_moy between 1 and 6
2,2520000,61033,q10,d_year = 2000 and d_moy = 1
2,2520000,55663,q1,d_year = 2000 and d_moy between 1 and 3
3,2610000,49971,q10,d_date = cast('2000-04-30' as date)
3,2610000,58833,q13,d_year = 2000 and d_moy between 1 and 7
3,2610000,49026,q12,d_year = 2000 and d_moy between 1 and 10
3,2610000,60540,q12,d_year = 2000 and d_moy between 1 and 11
0,2700000,50547,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week))
0,2700000,61033,q10,d_year = 2000 and d_moy = 1
0,2700000,49971,q10,d_date = cast('2000-04-30' as date)
0,2700000,58833,q13,d_year = 2000 and d_moy between 1 and 7
1,2790000,58833,q13,d_year = 2000 and d_moy between 1 and 7
1,2790000,58833,q13,d_year = 2000 and d_moy between 1 and 7
1,2790000,49026,q12,d_year = 2000 and d_moy between 1 and 10
1,2790000,49971,q10,d_date = cast('2000-04-30' as date)
2,2880000,52278,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week))
2,2880000,50547,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week))
2,2880000,55663,q1,d_year = 2000 and d_moy between 1 and 3
2,2880000,46764,q13,d_year = 2000 and d_moy between 1 and 5
3,2970000,46764,q13,d_year = 2000 and d_moy between 1 and 5
3,2970000,46774,q7,d_year = 2000 and d_moy between 1 and 9
3,2970000,49026,q12,d_year = 2000 and d_moy between 1 and 10
3,2970000,60540,q12,d_year = 2000 and d_moy between 1 and 11
0,3060000,49026,q12,d_year = 2000 and d_moy between 1 and 10
0,3060000,60540,q12,d_year = 2000 and d_moy between 1 and 11
0,3060000,53254,q13,d_year = 2000 and d_moy between 1 and 6
0,3060000,46774,q7,d_year = 2000 and d_moy between 1 and 9
1,3150000,52773,q7,d_year = 2000 and d_moy between 1 and 10
1,3150000,50547,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week))
1,3150000,53254,q13,d_year = 2000 and d_moy between 1 and 6
1,3150000,49026,q12,d_year = 2000 and d_moy between 1 and 10
2,3240000,50547,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week))
2,3240000,53254,q13,d_year = 2000 and d_moy between 1 and 6
2,3240000,53254,q13,d_year = 2000 and d_moy between 1 and 6
2,3240000,53254,q13,d_year = 2000 and d_moy between 1 and 6
3,3330000,49026,q12,d_year = 2000 and d_moy between 1 and 10
3,3330000,52278,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week))
3,3330000,53254,q13,d_year = 2000 and d_moy between 1 and 6
3,3330000,49971,q10,d_date = cast('2000-04-30' as date)
