app,start,duration,query,range
0,420000,48816,q13,d_year = 2000 and d_moy between 1 and 6
0,420000,48816,q13,d_year = 2000 and d_moy between 1 and 6
0,420000,61344,q12,d_year = 2000
0,420000,59893,q7,d_year = 2000 and d_moy between 1 and 11
0,420000,45807,q10,d_date = cast('2000-04-30' as date)
0,420000,59893,q7,d_year = 2000 and d_moy between 1 and 11
0,420000,48816,q13,d_year = 2000 and d_moy between 1 and 6
0,420000,55495,q12,d_year = 2000 and d_moy between 1 and 11
1,420000,48375,q7,d_year = 2000 and d_moy between 1 and 10
1,420000,55495,q12,d_year = 2000 and d_moy between 1 and 11
1,420000,55947,q10,d_year = 2000 and d_moy = 1
1,420000,61992,q1,d_year = 2000 and d_moy between 1 and 4
1,420000,48816,q13,d_year = 2000 and d_moy between 1 and 6
1,420000,55495,q12,d_year = 2000 and d_moy between 1 and 11
1,420000,48816,q13,d_year = 2000 and d_moy between 1 and 6
1,420000,45807,q10,d_date = cast('2000-04-30' as date)
2,420000,48375,q7,d_year = 2000 and d_moy between 1 and 10
2,420000,53930,q13,d_year = 2000 and d_moy between 1 and 7
2,420000,47922,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week))
2,420000,46335,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week))
2,420000,48375,q7,d_year = 2000 and d_moy between 1 and 10
2,420000,48375,q7,d_year = 2000 and d_moy between 1 and 10
2,420000,51025,q1,d_year = 2000 and d_moy between 1 and 3
2,420000,53930,q13,d_year = 2000 and d_moy between 1 and 7
3,420000,47922,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week))
3,420000,46335,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week))
3,420000,61992,q1,d_year = 2000 and d_moy between 1 and 4
3,420000,53930,q13,d_year = 2000 and d_moy between 1 and 7
3,420000,55947,q10,d_year = 2000 and d_moy = 1
3,420000,48375,q7,d_year = 2000 and d_moy between 1 and 10
3,420000,48816,q13,d_year = 2000 and d_moy between 1 and 6
3,420000,47922,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week))
0,660000,48375,q7,d_year = 2000 and d_moy between 1 and 10
0,660000,48816,q13,d_year = 2000 and d_moy between 1 and 6
0,660000,53930,q13,d_year = 2000 and d_moy between 1 and 7
0,660000,47922,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week))
0,660000,48816,q13,d_year = 2000 and d_moy between 1 and 6
0,660000,48816,q13,d_year = 2000 and d_moy between 1 and 6
0,660000,51025,q1,d_year = 2000 and d_moy between 1 and 3
0,660000,55947,q10,d_year = 2000 and d_moy = 1
1,660000,48375,q7,d_year = 2000 and d_moy between 1 and 10
1,660000,53930,q13,d_year = 2000 and d_moy between 1 and 7
1,660000,47922,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week))
1,660000,46335,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week))
1,660000,48375,q7,d_year = 2000 and d_moy between 1 and 10
1,660000,48375,q7,d_year = 2000 and d_moy between 1 and 10
1,660000,51025,q1,d_year = 2000 and d_moy between 1 and 3
1,660000,53930,q13,d_year = 2000 and d_moy between 1 and 7
2,660000,55947,q10,d_year = 2000 and d_moy = 1
2,660000,61344,q12,d_year = 2000
2,660000,48816,q13,d_year = 2000 and d_moy between 1 and 6
2,660000,59893,q7,d_year = 2000 and d_moy between 1 and 11
2,660000,61344,q12,d_year = 2000
2,660000,61992,q1,d_year = 2000 and d_moy between 1 and 4
2,660000,61344,q12,d_year = 2000
2,660000,46335,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week))
3,660000,59893,q7,d_year = 2000 and d_moy between 1 and 11
3,660000,59893,q7,d_year = 2000 and d_moy between 1 and 11
3,660000,61344,q12,d_year = 2000
3,660000,61992,q1,d_year = 2000 and d_moy between 1 and 4
3,660000,45807,q10,d_date = cast('2000-04-30' as date)
3,660000,47922,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week))
3,660000,47922,q10,d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week))
3,660000,51025,q1,d_year = 2000 and d_moy between 1 and 3
